ID,Dialogue,Manipulative,Technique,Vulnerability
85516870,"Person1: Thank you.
Person2: Look, I know this sounds corny, but whenever I feel like I can't go on I...  turn to Jesus and he helps me through the problem. Call me an anachronism, but -
Person1: Oh cut the shit, Kathryn.
Person2: Excuse me?
Person1: You heard me.
Person2: Who the hell do you think you are coming into my house and saying those things to me. My brother is dead, have some respect.
Person1: Kathryn, I know all about you and Sebastian.
Person2: Sebastian was a pathological liar. I wouldn't believe a word he -
Person1: I have his journal.
Person2: You what?
Person1: His journal. He sent it to me the day before he died. Everything about you is in it. The blow jobs, the hand jobs, the menages, your bout with bulimia, the affair you had with your guidance counselor and how he gave you... eww. Let's see, then there's your coke problem... You still keep it in your crucifix, don't you? It's all in there.
Person2: You didn't show it to anybody?
Person1: Actually, I was planning on running down to Kinkos. Do you think you could give me ride?
Person2: You can't do this to me. It could ruin me.
Person1: I know.",1,Shaming or Belittlement,Dependency
85516871,"Person1: Instead of worryin' about Reggie, you better worry about me...
Person2: Don't give me this, we were partners.
Person1: Billy, go ahead, break it...
Person2: No! Don't kill her.  I can get you the money.
Person1: When?
Person2: I can't get it until Monday. Honest.
Person1: You chickenshit punk...
Person2: Honest. The place we stashed it opens Monday morning. I can't get it till then. Monday morning, that's when it opens. After that, I'll get the money to you right away...",1,,
85516872,"Person1: Soon as we leave here.  Stop home and pick up what we need and go do it.
Person2: Give me a minute, talk to Buddy.
Person1: You got two minutes, that's all.  Make up your mind.
Person2: I wasn't asking permission.",0,,
85516873,"Person1: More fun win battle?
Person2: This is another victory, my friends. What began with the lash shall be concluded with a caress.
Person1: You go to lady now?
Person2: To finish last evening's delightful work.",0,,
85516874,"Person1: But in this day and age I believe what they do is... necessary. I feel it is... correct.
Person2: You believe?
Person1: Yes.
Person2: You feel?
Person1: Yes.
Person2: You feel? A soul is what gives you feelings. Happiness, guilt, right or wrong. It is a conduit through which the Lord speaks to us. You felt that your answers would be here in the house of God today. You feel these men are necessary. The Lord has spoken to you twice this day.",0,,
85516875,"Person1: Of what??
Person2: Well, sometimes when we get 'em, they're not completely dead, you know, like when they cut a chickens head off and it still runs around crazy.",0,,
85516876,"Person1: Of course not. Who wants to? Whats the point if we dont get caught? Wheres the glamour in that?
Person2: The way I see it. Well be arrested. Go to prison. Cash in on the home footage. Secure a book deal. If all goes as planned, our trial should coincide with the release of STAB II.
Person1: A verdict and premiere all on the same day. I love it.
Person2: Were hoping for the death penalty. I have this whole DEAD MAN WALKING swan song exit planned.
Person1: And now, drum roll please...
Person2: Hope youre ready, Sid. We got one last surprise for you.",0,,
85516877,"Person1: This is definitely better.
Person2: You think so? You don't think that this might not be a little dry?
Person1: This is entertainment you're making, Toby. This story about a kid in the suburbs and the state of the college admissions process has, with this Brady crisis, evolved into something much richer and more provocative.
Person2: Yes, I knowBut still, it should be somewhat entertaining.
Person1: I mean, without this footage, without this rigorous documentation, it would feel like exploitation.
Person2: No, no, no. No exploitation. This is seriousBut don't you find it a little funny too, at the same time?
Person1: You've got a family tragedy on your hands. Will you tell me what's funny about that? About a kid in a coma?
Person2: Nothing, I guess
Person1: I mean, why are you making this documentary if you can't treat your subject with appropriate gravity?
Person2: OK, you're right, you're right  You know, we need to screen what we've gotinvite some regular people, just some random off-the- street typesand see what real people think of this.
Person1: I dunno, Toby. We really have a long way to go. You still need a lot more footage, and it's probably a little premature to start screening
Person2: OK, then we can invite serious intellectual types.
Person1: We're not ready.
Person2: Hip alternative types who will understand the process better
Person1: We're not ready!
Person2: Well, I need to see this with an audience!
Person1: What's an audience going to tell you?
Person2: I don't know. Maybe they'll like it.",1,Rationalization,
85516878,"Person1: Kate, we don't have all day, so I'm only gonna count to five. One...two... three... four...
Person2: Okay, okay, I promise I'll do it!
Person1: Not good enough, swear to God.
Person2: I swear to God, our father, that when you change into one of the undead, I will kill you.
Person1: Good girl. Now, Scott, we have even less time, so I'm only giving you the count of three. One...",1,Intimidation,Dependency
85516879,"Person1: Your whole life is devoted to just one thing. To accumulate more money. At least there's romance in what he's doing.
Person2: He's no good, Ellie, and you know it. You married him only because I told you not to.
Person1: You've been telling me what not to do since I was old enough to remember.  I'm sick of it!",1,Persuasion or Seduction,
85516880,"Person1: You don't know?
Person2: I have no idea.
Person1: I think you do.
Person2: Why don't you just tell me?",1,,
85516881,"Person1: I didn't mean the things that I said... I was angry and I said more than I meant to.
Person2: Oh, my darling.  I'm sorry, too.  I won't do that again -- whatever you do.  I won't cause you any more embarrassment, I promise.",1,,Over-responsibility
85516882,"Person1: I decided to help out at the Asylum.
Person2: See you brought one of the patients with you too.",0,,
85516883,"Person1: D'Artagnan, you will hunt down Aramis, Porthos and Athos, and bring me their heads, or I will have yours.  And as for you, Phillippe... Back to the prison you shall go, and into the mask you hate.
Person2: No, Louis!  No!
Person1: Wear it until you love it.  And die in it!!",0,,
85516884,"Person1: John?  John where are you going?
Person2: I think this heat is making me crazy.  I was crazy to come back here, I'm crazy for listening to anyone in this town, and I'd sure as hell be crazy if I spent another minute in this place.
Person1: John, please--
Person2: I don't know what I was thinking, but I can't do it.
Person1: What are you talking about?
Person2: Kill someone.  I can't do it.
Person1: Is it so bad?  It would be quick. He wouldn't even have to feel it.",1,"Rationalization,Persuasion or Seduction",
85516885,"Person1: DO YOU WANNA DIE?!
Person2: No.
Person1: Yes you do...
Person2: Look, I'm talking about a business deal here.  I buy the ticket for two hundred, take it to a store where the guy behind the counter...  ...doesn't have a death wish  ...I just made myself a quick thirty eight dollars.",1,"Brandishing Anger,Persuasion or Seduction",
85516886,"Person1: I ever tell you about the time years ago I was on this ledge uptown, trying to talk this psycho inside?
Person2: Where the guy jumped and you almost fell. No, you never told me that story.
Person1: No, you never listened. I was going, man, if someone on high hadn't pulled me in. I had put all I had into saving this dumbass lowlife suicidal that when he went down, there was a part of me that wanted to go with him.
Person2: Make a left here. I want to stop.",1,,
85516887,"Person1: You guessed wrong.
Person2: You only think I guessed wrong --  -- that's what's so funny! I switched glasses when your back was turned. You fool.",1,Shaming or Belittlement,
85516888,"Person1: You know how that makes me feel, Deb? Wanta know how that makes me feel?  Angry, Deb.  Yesss, that's the word, angry. But if he makes you happy, you go right ahead. I want you to be happy, Deb.  No matter what, no matter how angry it makes me, no matter how much it hurts. Be happy, Deb. Be oh, so very, very happy.
Person2: Cole, I'm sorry, I...
Person1: That's all right, Deb. Go be happy and smile a lot, Deb. Do it for me.
Person2: I'm going now, Cole.
Person1: I understand, Deb. 'Bye... be happy.",1,"Persuasion or Seduction,Playing Victim Role","Low self-esteem,Over-responsibility"
85516889,"Person1: If you ever loved me -- if you ever loved honor, or anything else -- then stand now, and let it happen.
Person2: I cannot, Athos.  Dearly as I love you, I cannot.",1,Intimidation,
85516890,"Person1: I don't mean to belittle you, but we've been through this before.  Satan is not what you think he is.  Satan is not some creature.
Person2: You weren't there.  Give me time to get some proof.
Person1: Please, Maya.  I'm trying to get us into the next century and you insist on this medieval nonsense.
Person2: If you really believe in God, why is it so inconceivable that his enemy is just as real?
Person1: Maya, for the last time, I will not tolerate these obsessions.",1,,
